0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.000001	0.000001	0.000001	0.000001	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.000001	0.000001	0.000001	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.000001	0.000001	0.000001	0.000002	0.000002	0.000003	0.000003	0.000004	0.000004	0.000005	0.000005	0.000005	0.000004	0.000004	0.000003	0.000003	0.000002	0.000002	0.000001	0.000001	0.000001	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.000001	0.000001	0.000001	0.000002	0.000003	0.000004	0.000005	0.000006	0.000007	0.000008	0.000009	0.00001	0.00001	0.00001	0.000009	0.000008	0.000007	0.000006	0.000005	0.000004	0.000003	0.000002	0.000001	0.000001	0.000001	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.000001	0.000001	0.000002	0.000003	0.000004	0.000006	0.000008	0.00001	0.000012	0.000015	0.000017	0.000018	0.00002	0.00002	0.00002	0.000018	0.000017	0.000015	0.000012	0.00001	0.000008	0.000006	0.000004	0.000003	0.000002	0.000001	0.000001	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.000001	0.000001	0.000002	0.000003	0.000005	0.000008	0.000011	0.000015	0.000019	0.000023	0.000028	0.000032	0.000036	0.000038	0.000039	0.000038	0.000036	0.000032	0.000028	0.000023	0.000019	0.000015	0.000011	0.000008	0.000005	0.000003	0.000002	0.000001	0.000001	0	0	0	0	0	0	0
0	0	0	0	0	0	0.000001	0.000001	0.000002	0.000004	0.000006	0.00001	0.000014	0.00002	0.000027	0.000035	0.000043	0.000052	0.00006	0.000066	0.00007	0.000072	0.00007	0.000066	0.00006	0.000052	0.000043	0.000035	0.000027	0.00002	0.000014	0.00001	0.000006	0.000004	0.000002	0.000001	0.000001	0	0	0	0	0	0
0	0	0	0	0	0.000001	0.000001	0.000003	0.000004	0.000007	0.000011	0.000017	0.000025	0.000036	0.000048	0.000062	0.000077	0.000093	0.000107	0.000118	0.000125	0.000128	0.000125	0.000118	0.000107	0.000093	0.000077	0.000062	0.000048	0.000036	0.000025	0.000017	0.000011	0.000007	0.000004	0.000003	0.000001	0.000001	0	0	0	0	0
0	0	0	0	0.000001	0.000001	0.000002	0.000004	0.000008	0.000012	0.00002	0.00003	0.000043	0.000061	0.000082	0.000107	0.000133	0.000159	0.000183	0.000202	0.000214	0.000218	0.000214	0.000202	0.000183	0.000159	0.000133	0.000107	0.000082	0.000061	0.000043	0.00003	0.00002	0.000012	0.000008	0.000004	0.000002	0.000001	0.000001	0	0	0	0
0	0	0	0.000001	0.000001	0.000002	0.000004	0.000007	0.000012	0.00002	0.000032	0.000049	0.000072	0.0001	0.000135	0.000175	0.000219	0.000261	0.000301	0.000332	0.000353	0.00036	0.000353	0.000332	0.000301	0.000261	0.000219	0.000175	0.000135	0.0001	0.000072	0.000049	0.000032	0.00002	0.000012	0.000007	0.000004	0.000002	0.000001	0.000001	0	0	0
0	0	0	0.000001	0.000002	0.000003	0.000006	0.000011	0.00002	0.000032	0.000051	0.000077	0.000113	0.000159	0.000214	0.000278	0.000346	0.000413	0.000475	0.000525	0.000558	0.000569	0.000558	0.000525	0.000475	0.000413	0.000346	0.000278	0.000214	0.000159	0.000113	0.000077	0.000051	0.000032	0.00002	0.000011	0.000006	0.000003	0.000002	0.000001	0	0	0
0	0	0.000001	0.000001	0.000003	0.000005	0.00001	0.000017	0.00003	0.000049	0.000077	0.000118	0.000172	0.000241	0.000325	0.000422	0.000525	0.000628	0.000722	0.000798	0.000847	0.000864	0.000847	0.000798	0.000722	0.000628	0.000525	0.000422	0.000325	0.000241	0.000172	0.000118	0.000077	0.000049	0.00003	0.000017	0.00001	0.000005	0.000003	0.000001	0.000001	0	0
0	0	0.000001	0.000002	0.000004	0.000008	0.000014	0.000025	0.000043	0.000072	0.000113	0.000172	0.000251	0.000353	0.000475	0.000616	0.000767	0.000918	0.001055	0.001166	0.001238	0.001262	0.001238	0.001166	0.001055	0.000918	0.000767	0.000616	0.000475	0.000353	0.000251	0.000172	0.000113	0.000072	0.000043	0.000025	0.000014	0.000008	0.000004	0.000002	0.000001	0	0
0	0.000001	0.000001	0.000003	0.000006	0.000011	0.00002	0.000036	0.000061	0.0001	0.000159	0.000241	0.000353	0.000495	0.000667	0.000864	0.001076	0.001288	0.001481	0.001636	0.001737	0.001772	0.001737	0.001636	0.001481	0.001288	0.001076	0.000864	0.000667	0.000495	0.000353	0.000241	0.000159	0.0001	0.000061	0.000036	0.00002	0.000011	0.000006	0.000003	0.000001	0.000001	0
0	0.000001	0.000002	0.000004	0.000008	0.000015	0.000027	0.000048	0.000082	0.000135	0.000214	0.000325	0.000475	0.000667	0.0009	0.001166	0.001452	0.001737	0.001997	0.002206	0.002342	0.002389	0.002342	0.002206	0.001997	0.001737	0.001452	0.001166	0.0009	0.000667	0.000475	0.000325	0.000214	0.000135	0.000082	0.000048	0.000027	0.000015	0.000008	0.000004	0.000002	0.000001	0
0	0.000001	0.000002	0.000005	0.00001	0.000019	0.000035	0.000062	0.000107	0.000175	0.000278	0.000422	0.000616	0.000864	0.001166	0.001511	0.001881	0.002251	0.002588	0.002859	0.003035	0.003096	0.003035	0.002859	0.002588	0.002251	0.001881	0.001511	0.001166	0.000864	0.000616	0.000422	0.000278	0.000175	0.000107	0.000062	0.000035	0.000019	0.00001	0.000005	0.000002	0.000001	0
0.000001	0.000001	0.000003	0.000006	0.000012	0.000023	0.000043	0.000077	0.000133	0.000219	0.000346	0.000525	0.000767	0.001076	0.001452	0.001881	0.002342	0.002802	0.003222	0.00356	0.003779	0.003855	0.003779	0.00356	0.003222	0.002802	0.002342	0.001881	0.001452	0.001076	0.000767	0.000525	0.000346	0.000219	0.000133	0.000077	0.000043	0.000023	0.000012	0.000006	0.000003	0.000001	0.000001
0.000001	0.000002	0.000003	0.000007	0.000015	0.000028	0.000052	0.000093	0.000159	0.000261	0.000413	0.000628	0.000918	0.001288	0.001737	0.002251	0.002802	0.003353	0.003855	0.004259	0.004522	0.004613	0.004522	0.004259	0.003855	0.003353	0.002802	0.002251	0.001737	0.001288	0.000918	0.000628	0.000413	0.000261	0.000159	0.000093	0.000052	0.000028	0.000015	0.000007	0.000003	0.000002	0.000001
0.000001	0.000002	0.000004	0.000008	0.000017	0.000032	0.00006	0.000107	0.000183	0.000301	0.000475	0.000722	0.001055	0.001481	0.001997	0.002588	0.003222	0.003855	0.004432	0.004897	0.005199	0.005303	0.005199	0.004897	0.004432	0.003855	0.003222	0.002588	0.001997	0.001481	0.001055	0.000722	0.000475	0.000301	0.000183	0.000107	0.00006	0.000032	0.000017	0.000008	0.000004	0.000002	0.000001
0.000001	0.000002	0.000004	0.000009	0.000018	0.000036	0.000066	0.000118	0.000202	0.000332	0.000525	0.000798	0.001166	0.001636	0.002206	0.002859	0.00356	0.004259	0.004897	0.00541	0.005743	0.005859	0.005743	0.00541	0.004897	0.004259	0.00356	0.002859	0.002206	0.001636	0.001166	0.000798	0.000525	0.000332	0.000202	0.000118	0.000066	0.000036	0.000018	0.000009	0.000004	0.000002	0.000001
0.000001	0.000002	0.000005	0.00001	0.00002	0.000038	0.00007	0.000125	0.000214	0.000353	0.000558	0.000847	0.001238	0.001737	0.002342	0.003035	0.003779	0.004522	0.005199	0.005743	0.006097	0.00622	0.006097	0.005743	0.005199	0.004522	0.003779	0.003035	0.002342	0.001737	0.001238	0.000847	0.000558	0.000353	0.000214	0.000125	0.00007	0.000038	0.00002	0.00001	0.000005	0.000002	0.000001
0.000001	0.000002	0.000005	0.00001	0.00002	0.000039	0.000072	0.000128	0.000218	0.00036	0.000569	0.000864	0.001262	0.001772	0.002389	0.003096	0.003855	0.004613	0.005303	0.005859	0.00622	0.006345	0.00622	0.005859	0.005303	0.004613	0.003855	0.003096	0.002389	0.001772	0.001262	0.000864	0.000569	0.00036	0.000218	0.000128	0.000072	0.000039	0.00002	0.00001	0.000005	0.000002	0.000001
0.000001	0.000002	0.000005	0.00001	0.00002	0.000038	0.00007	0.000125	0.000214	0.000353	0.000558	0.000847	0.001238	0.001737	0.002342	0.003035	0.003779	0.004522	0.005199	0.005743	0.006097	0.00622	0.006097	0.005743	0.005199	0.004522	0.003779	0.003035	0.002342	0.001737	0.001238	0.000847	0.000558	0.000353	0.000214	0.000125	0.00007	0.000038	0.00002	0.00001	0.000005	0.000002	0.000001
0.000001	0.000002	0.000004	0.000009	0.000018	0.000036	0.000066	0.000118	0.000202	0.000332	0.000525	0.000798	0.001166	0.001636	0.002206	0.002859	0.00356	0.004259	0.004897	0.00541	0.005743	0.005859	0.005743	0.00541	0.004897	0.004259	0.00356	0.002859	0.002206	0.001636	0.001166	0.000798	0.000525	0.000332	0.000202	0.000118	0.000066	0.000036	0.000018	0.000009	0.000004	0.000002	0.000001
0.000001	0.000002	0.000004	0.000008	0.000017	0.000032	0.00006	0.000107	0.000183	0.000301	0.000475	0.000722	0.001055	0.001481	0.001997	0.002588	0.003222	0.003855	0.004432	0.004897	0.005199	0.005303	0.005199	0.004897	0.004432	0.003855	0.003222	0.002588	0.001997	0.001481	0.001055	0.000722	0.000475	0.000301	0.000183	0.000107	0.00006	0.000032	0.000017	0.000008	0.000004	0.000002	0.000001
0.000001	0.000002	0.000003	0.000007	0.000015	0.000028	0.000052	0.000093	0.000159	0.000261	0.000413	0.000628	0.000918	0.001288	0.001737	0.002251	0.002802	0.003353	0.003855	0.004259	0.004522	0.004613	0.004522	0.004259	0.003855	0.003353	0.002802	0.002251	0.001737	0.001288	0.000918	0.000628	0.000413	0.000261	0.000159	0.000093	0.000052	0.000028	0.000015	0.000007	0.000003	0.000002	0.000001
0.000001	0.000001	0.000003	0.000006	0.000012	0.000023	0.000043	0.000077	0.000133	0.000219	0.000346	0.000525	0.000767	0.001076	0.001452	0.001881	0.002342	0.002802	0.003222	0.00356	0.003779	0.003855	0.003779	0.00356	0.003222	0.002802	0.002342	0.001881	0.001452	0.001076	0.000767	0.000525	0.000346	0.000219	0.000133	0.000077	0.000043	0.000023	0.000012	0.000006	0.000003	0.000001	0.000001
0	0.000001	0.000002	0.000005	0.00001	0.000019	0.000035	0.000062	0.000107	0.000175	0.000278	0.000422	0.000616	0.000864	0.001166	0.001511	0.001881	0.002251	0.002588	0.002859	0.003035	0.003096	0.003035	0.002859	0.002588	0.002251	0.001881	0.001511	0.001166	0.000864	0.000616	0.000422	0.000278	0.000175	0.000107	0.000062	0.000035	0.000019	0.00001	0.000005	0.000002	0.000001	0
0	0.000001	0.000002	0.000004	0.000008	0.000015	0.000027	0.000048	0.000082	0.000135	0.000214	0.000325	0.000475	0.000667	0.0009	0.001166	0.001452	0.001737	0.001997	0.002206	0.002342	0.002389	0.002342	0.002206	0.001997	0.001737	0.001452	0.001166	0.0009	0.000667	0.000475	0.000325	0.000214	0.000135	0.000082	0.000048	0.000027	0.000015	0.000008	0.000004	0.000002	0.000001	0
0	0.000001	0.000001	0.000003	0.000006	0.000011	0.00002	0.000036	0.000061	0.0001	0.000159	0.000241	0.000353	0.000495	0.000667	0.000864	0.001076	0.001288	0.001481	0.001636	0.001737	0.001772	0.001737	0.001636	0.001481	0.001288	0.001076	0.000864	0.000667	0.000495	0.000353	0.000241	0.000159	0.0001	0.000061	0.000036	0.00002	0.000011	0.000006	0.000003	0.000001	0.000001	0
0	0	0.000001	0.000002	0.000004	0.000008	0.000014	0.000025	0.000043	0.000072	0.000113	0.000172	0.000251	0.000353	0.000475	0.000616	0.000767	0.000918	0.001055	0.001166	0.001238	0.001262	0.001238	0.001166	0.001055	0.000918	0.000767	0.000616	0.000475	0.000353	0.000251	0.000172	0.000113	0.000072	0.000043	0.000025	0.000014	0.000008	0.000004	0.000002	0.000001	0	0
0	0	0.000001	0.000001	0.000003	0.000005	0.00001	0.000017	0.00003	0.000049	0.000077	0.000118	0.000172	0.000241	0.000325	0.000422	0.000525	0.000628	0.000722	0.000798	0.000847	0.000864	0.000847	0.000798	0.000722	0.000628	0.000525	0.000422	0.000325	0.000241	0.000172	0.000118	0.000077	0.000049	0.00003	0.000017	0.00001	0.000005	0.000003	0.000001	0.000001	0	0
0	0	0	0.000001	0.000002	0.000003	0.000006	0.000011	0.00002	0.000032	0.000051	0.000077	0.000113	0.000159	0.000214	0.000278	0.000346	0.000413	0.000475	0.000525	0.000558	0.000569	0.000558	0.000525	0.000475	0.000413	0.000346	0.000278	0.000214	0.000159	0.000113	0.000077	0.000051	0.000032	0.00002	0.000011	0.000006	0.000003	0.000002	0.000001	0	0	0
0	0	0	0.000001	0.000001	0.000002	0.000004	0.000007	0.000012	0.00002	0.000032	0.000049	0.000072	0.0001	0.000135	0.000175	0.000219	0.000261	0.000301	0.000332	0.000353	0.00036	0.000353	0.000332	0.000301	0.000261	0.000219	0.000175	0.000135	0.0001	0.000072	0.000049	0.000032	0.00002	0.000012	0.000007	0.000004	0.000002	0.000001	0.000001	0	0	0
0	0	0	0	0.000001	0.000001	0.000002	0.000004	0.000008	0.000012	0.00002	0.00003	0.000043	0.000061	0.000082	0.000107	0.000133	0.000159	0.000183	0.000202	0.000214	0.000218	0.000214	0.000202	0.000183	0.000159	0.000133	0.000107	0.000082	0.000061	0.000043	0.00003	0.00002	0.000012	0.000008	0.000004	0.000002	0.000001	0.000001	0	0	0	0
0	0	0	0	0	0.000001	0.000001	0.000003	0.000004	0.000007	0.000011	0.000017	0.000025	0.000036	0.000048	0.000062	0.000077	0.000093	0.000107	0.000118	0.000125	0.000128	0.000125	0.000118	0.000107	0.000093	0.000077	0.000062	0.000048	0.000036	0.000025	0.000017	0.000011	0.000007	0.000004	0.000003	0.000001	0.000001	0	0	0	0	0
0	0	0	0	0	0	0.000001	0.000001	0.000002	0.000004	0.000006	0.00001	0.000014	0.00002	0.000027	0.000035	0.000043	0.000052	0.00006	0.000066	0.00007	0.000072	0.00007	0.000066	0.00006	0.000052	0.000043	0.000035	0.000027	0.00002	0.000014	0.00001	0.000006	0.000004	0.000002	0.000001	0.000001	0	0	0	0	0	0
0	0	0	0	0	0	0	0.000001	0.000001	0.000002	0.000003	0.000005	0.000008	0.000011	0.000015	0.000019	0.000023	0.000028	0.000032	0.000036	0.000038	0.000039	0.000038	0.000036	0.000032	0.000028	0.000023	0.000019	0.000015	0.000011	0.000008	0.000005	0.000003	0.000002	0.000001	0.000001	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.000001	0.000001	0.000002	0.000003	0.000004	0.000006	0.000008	0.00001	0.000012	0.000015	0.000017	0.000018	0.00002	0.00002	0.00002	0.000018	0.000017	0.000015	0.000012	0.00001	0.000008	0.000006	0.000004	0.000003	0.000002	0.000001	0.000001	0	0	0	0	0	0	0	0
